,ID_STUDENT,STUDENT_NAME,GENDER,GRADE_NAME,ID_PROJECT,PROJECT_NAME,CREATION_DATE,EDUCATIONAL_CENTRE_NAME,CODIGO_INSTITUCIONAL_FOD,DIRECCION_REGIONAL,REGION_NAME,PROVINCIA,CANTON,DISTRITO,PRIM_O_SEC,IF_VALUE,ELSEIF_VALUE,ELSE_VALUE,WHILE_VALUE,FOR_VALUE,DO_WHILE,ABSTRACTION,PARALLELISM,DATA_REPRESENTATION,DEADCODE,MISNAMING,CYCLOMATIC,NUMBER_OF_METHODS,NUMBER_OF_CLASSES,ARITHMETIC,LOGICAL,COMPARISON,AVG_CYCLO,CONTROL_FLOW,AVG_METHODS_BY_CLASS,CT_SCORE,DATE,YEAR_CREATION,MONTH_CREATION,DAY_CREATION
14,284553,Estudiante_72,Hombre,Cuarto Grado,39,Nuevas oportunidades de la computación física,2019-12-10,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,0,0,0,0,2,0,0,0,0,0,0,6,4,4,0,0,0,1.5,2.0,1.0,2.0,2019-12-10,2019,12,10
15,284554,Estudiante_76,Hombre,Cuarto Grado,42,Nuevas oportunidades de la computación física,2019-06-26,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,0,0,0,0,1,0,0,0,0,0,0,4,3,3,0,0,0,1.3333333333333333,2.0,1.0,2.0,2019-06-26,2019,6,26
16,284555,Estudiante_82,Mujer,Cuarto Grado,46,Nuevas oportunidades de la computación física,2019-06-26,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,0,0,0,0,3,0,2,2,0,0,0,7,4,3,0,0,0,1.75,2.0,1.3333333333333333,6.0,2019-06-26,2019,6,26
17,284558,Estudiante_90,Hombre,Cuarto Grado,48,Nuevas oportunidades de la computación física,2019-06-26,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,0,0,0,0,1,0,0,0,0,0,0,4,3,3,0,0,0,1.3333333333333333,2.0,1.0,2.0,2019-06-26,2019,6,26
18,284560,Estudiante_94,Mujer,Cuarto Grado,52,Nuevas oportunidades de la computación física,2019-06-26,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,0,0,0,0,1,0,2,2,0,0,0,6,5,4,0,0,0,1.2,2.0,1.25,6.0,2019-06-26,2019,6,26
19,284563,Estudiante_102,Hombre,Quinto Grado,54,Aventuras en un mundo Maker,2019-07-16,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,4,0,0,2,1,0,2,2,0,0,0,23,15,5,0,0,1,1.5333333333333334,2.0,3.0,6.0,2019-07-16,2019,7,16
20,284582,Estudiante_106,Hombre,Quinto Grado,56,Aventuras en un mundo Maker,2019-06-26,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,4,0,0,2,1,0,2,2,0,0,0,25,17,5,0,0,1,1.4705882352941178,2.0,3.4,6.0,2019-06-26,2019,6,26
21,284593,Estudiante_110,Hombre,Quinto Grado,59,Aventuras en un mundo Maker,2019-07-16,ENRIQUE STRACHAN,1728,Heredia,Urbano,Heredia,Barva,San José Montaña,Primaria,4,0,0,2,1,0,2,2,0,0,0,25,17,5,0,0,1,1.4705882352941178,2.0,3.4,6.0,2019-07-16,2019,7,16
22,477564,Estudiante_120,Hombre,Quinto Grado,62,Aventuras en un mundo Maker,2019-10-21,LA ASUNCION,448,Pérez Zeledón,Urbano,San José,Pérez Zeledon,San Isidro,Primaria,4,0,0,8,0,0,2,2,2,2,1,24,12,3,0,0,0,2.0,2.0,4.0,8.0,2019-10-21,2019,10,21
23,422261,Estudiante_132,Hombre,Cuarto Grado,66,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,5,0,0,5,3,0,2,2,2,5,0,38,24,7,0,0,1,1.5833333333333333,2.0,3.4285714285714284,8.0,2019-11-25,2019,11,25
24,422263,Estudiante_134,Hombre,Cuarto Grado,67,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,6,0,0,5,3,0,2,2,2,0,0,29,14,6,0,0,2,2.0714285714285716,3.0,2.3333333333333335,9.0,2019-11-25,2019,11,25
25,423415,Estudiante_136,Hombre,Cuarto Grado,68,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,7,0,0,8,3,0,2,3,2,0,0,35,16,7,0,0,2,2.1875,3.0,2.2857142857142856,10.0,2019-11-25,2019,11,25
26,423416,Estudiante_138,Hombre,Cuarto Grado,69,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,7,0,0,5,3,0,2,2,2,2,0,32,16,6,0,0,2,2.0,2.0,2.6666666666666665,8.0,2019-11-25,2019,11,25
27,423420,Estudiante_141,Mujer,Cuarto Grado,70,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,6,0,0,7,3,0,2,2,2,1,0,32,16,6,0,0,1,2.0,2.0,2.6666666666666665,8.0,2019-11-25,2019,11,25
28,423421,Estudiante_143,Mujer,Cuarto Grado,71,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,6,0,0,6,2,0,2,2,2,3,0,30,15,5,0,0,2,2.0,2.0,3.0,8.0,2019-11-25,2019,11,25
29,423422,Estudiante_145,Hombre,Cuarto Grado,72,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,7,0,0,7,3,0,2,2,2,0,0,33,15,6,0,0,2,2.2,3.0,2.5,9.0,2019-11-25,2019,11,25
30,423461,Estudiante_147,Mujer,Cuarto Grado,73,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,6,0,0,6,3,0,2,2,2,3,0,34,18,6,0,0,2,1.8888888888888888,2.0,3.0,8.0,2019-11-25,2019,11,25
31,423464,Estudiante_149,Mujer,Cuarto Grado,74,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,9,0,0,7,3,0,2,2,2,4,0,38,18,6,0,0,4,2.111111111111111,3.0,3.0,9.0,2019-11-25,2019,11,25
32,423465,Estudiante_151,Hombre,Cuarto Grado,75,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,5,0,0,4,3,0,2,2,2,2,0,24,13,5,0,0,2,1.8461538461538463,2.0,2.6,8.0,2019-11-25,2019,11,25
33,423467,Estudiante_153,Hombre,Cuarto Grado,76,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,7,0,0,8,3,0,2,3,2,0,0,35,16,7,0,0,2,2.1875,3.0,2.2857142857142856,10.0,2019-11-25,2019,11,25
34,423472,Estudiante_155,Hombre,Cuarto Grado,77,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,5,0,0,4,3,0,2,2,2,0,0,25,12,6,0,0,2,2.0833333333333335,3.0,2.0,9.0,2019-11-25,2019,11,25
35,423474,Estudiante_157,Hombre,Cuarto Grado,78,Nuevas oportunidades de la computación física,2019-11-25,GABRIEL BRENES ROBLES,217,Desamparados,Rural,San José,Aserrí,San Gabriel,Primaria,4,0,0,3,1,0,2,2,2,1,0,18,10,5,0,0,1,1.8,2.0,2.0,8.0,2019-11-25,2019,11,25
36,291424,Estudiante_207,Mujer,Cuarto Grado,100,¿Cómo un fenómeno natural se puede convertir en desastre? ,2019-11-26,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,14,0,0,26,0,0,2,2,0,26,5,101,64,26,0,1,2,1.578125,2.0,2.4615384615384617,6.0,2019-11-26,2019,11,26
37,198603,Estudiante_213,Mujer,Sexto Grado,104,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,1,0,0,0,0,0,2,2,3,0,1,5,3,2,0,0,0,1.6666666666666667,2.0,1.5,9.0,2019-11-28,2019,11,28
38,79254,Estudiante_217,Mujer,Sexto Grado,106,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,2,2,3,1,3,12,8,4,0,0,1,1.5,2.0,2.0,9.0,2019-11-28,2019,11,28
39,79269,Estudiante_221,Hombre,Quinto Grado,108,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,3,3,0,2,2,3,9,3,33,23,10,4,0,1,1.434782608695652,2.0,2.3,9.0,2019-11-27,2019,11,27
40,355952,Estudiante_227,Mujer,Quinto Grado,111,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,0,0,0,2,4,0,2,2,2,3,3,25,19,8,4,0,0,1.3157894736842106,2.0,2.375,8.0,2019-11-27,2019,11,27
41,355953,Estudiante_231,Mujer,Quinto Grado,113,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,1,0,0,1,1,0,2,2,3,4,5,14,12,5,0,0,0,1.1666666666666667,2.0,2.4,9.0,2019-11-27,2019,11,27
42,355961,Estudiante_235,Mujer,Quinto Grado,115,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,0,0,0,2,4,0,2,2,3,1,3,24,18,8,4,0,0,1.3333333333333333,2.0,2.25,9.0,2019-11-27,2019,11,27
43,355963,Estudiante_239,Mujer,Quinto Grado,117,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,3,3,0,2,2,3,15,5,43,34,10,4,0,1,1.2647058823529411,2.0,3.4,9.0,2019-11-29,2019,11,29
44,355972,Estudiante_243,Mujer,Quinto Grado,119,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,1,3,0,0,0,3,7,2,17,10,4,4,0,1,1.7,2.0,2.5,5.0,2019-11-29,2019,11,29
45,355974,Estudiante_247,Hombre,Quinto Grado,121,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,2,7,0,2,2,3,14,5,39,26,11,4,0,1,1.5,2.0,2.3636363636363638,9.0,2019-11-27,2019,11,27
46,355977,Estudiante_251,Mujer,Quinto Grado,123,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,2,5,0,2,2,3,10,4,39,29,10,4,0,1,1.3448275862068966,2.0,2.9,9.0,2019-11-27,2019,11,27
47,355978,Estudiante_255,Hombre,Quinto Grado,125,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,0,0,0,0,2,0,0,0,3,7,2,9,7,1,4,0,0,1.2857142857142858,2.0,7.0,5.0,2019-11-27,2019,11,27
48,355979,Estudiante_259,Mujer,Quinto Grado,127,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,4,4,0,2,2,3,13,4,31,20,7,4,0,1,1.55,2.0,2.857142857142857,9.0,2019-11-29,2019,11,29
49,355980,Estudiante_263,Hombre,Quinto Grado,129,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,1,0,0,2,5,0,2,2,3,14,6,31,26,8,4,0,1,1.1923076923076923,2.0,3.25,9.0,2019-11-29,2019,11,29
50,355983,Estudiante_267,Hombre,Quinto Grado,131,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,0,0,0,3,2,0,0,0,2,5,4,14,9,5,4,0,0,1.5555555555555556,2.0,1.8,4.0,2019-11-29,2019,11,29
51,355986,Estudiante_271,Mujer,Quinto Grado,133,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,3,6,0,2,2,3,3,3,38,23,9,4,0,2,1.6521739130434783,2.0,2.5555555555555554,9.0,2019-11-29,2019,11,29
52,355989,Estudiante_275,Hombre,Quinto Grado,135,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,1,0,0,4,3,0,2,2,3,11,3,34,27,9,4,0,1,1.2592592592592593,2.0,3.0,9.0,2019-11-29,2019,11,29
53,355990,Estudiante_279,Mujer,Quinto Grado,137,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,3,6,0,2,2,3,4,3,41,27,9,4,0,2,1.5185185185185186,2.0,3.0,9.0,2019-11-29,2019,11,29
54,355991,Estudiante_283,Mujer,Quinto Grado,139,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,3,3,0,0,0,3,13,5,27,18,6,4,0,1,1.5,2.0,3.0,5.0,2019-11-29,2019,11,29
55,355992,Estudiante_287,Hombre,Quinto Grado,141,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-29,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,5,5,0,2,2,3,9,2,46,31,9,4,0,1,1.4838709677419355,2.0,3.4444444444444446,9.0,2019-11-29,2019,11,29
56,356078,Estudiante_299,Hombre,Sexto Grado,149,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,6,0,0,0,0,0,0,0,3,0,1,16,4,4,0,0,3,4.0,3.0,1.0,6.0,2019-11-28,2019,11,28
57,356079,Estudiante_303,Mujer,Sexto Grado,151,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,2,2,3,0,1,8,4,3,0,0,1,2.0,2.0,1.3333333333333333,9.0,2019-11-28,2019,11,28
58,356080,Estudiante_307,Hombre,Sexto Grado,153,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,0,0,3,0,0,6,2,2,0,0,1,3.0,3.0,1.0,6.0,2019-11-28,2019,11,28
59,356084,Estudiante_313,Hombre,Sexto Grado,157,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,4,0,0,0,0,3,1,0,15,7,6,0,0,1,2.142857142857143,3.0,1.1666666666666667,6.0,2019-11-28,2019,11,28
60,356089,Estudiante_317,Hombre,Sexto Grado,159,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,2,2,3,0,2,8,4,3,0,0,1,2.0,2.0,1.3333333333333333,9.0,2019-11-28,2019,11,28
61,356093,Estudiante_327,Hombre,Sexto Grado,163,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,1,2,3,0,0,7,3,2,0,0,1,2.3333333333333335,3.0,1.5,9.0,2019-11-28,2019,11,28
62,355998,Estudiante_331,Mujer,Quinto Grado,165,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,6,0,2,2,3,6,3,35,25,10,4,0,1,1.4,2.0,2.5,9.0,2019-11-27,2019,11,27
63,356000,Estudiante_335,Hombre,Quinto Grado,167,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,10,0,2,2,3,6,3,40,26,10,4,0,1,1.5384615384615385,2.0,2.6,9.0,2019-11-27,2019,11,27
64,356004,Estudiante_339,Mujer,Quinto Grado,169,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,2,4,0,2,2,3,2,5,35,25,12,0,0,1,1.4,2.0,2.0833333333333335,9.0,2019-11-27,2019,11,27
65,356007,Estudiante_343,Mujer,Quinto Grado,171,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,1,8,0,2,2,3,7,3,38,25,10,4,0,1,1.52,2.0,2.5,9.0,2019-11-27,2019,11,27
66,356011,Estudiante_347,Mujer,Quinto Grado,173,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,8,0,2,2,3,2,3,32,20,10,4,0,1,1.6,2.0,2.0,9.0,2019-11-27,2019,11,27
67,356013,Estudiante_351,Mujer,Quinto Grado,175,¿Cómo podemos usar la matemática en la construcción de juegos que utilicen una ruleta?,2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,6,0,2,2,3,3,3,31,21,9,4,0,1,1.4761904761904763,2.0,2.3333333333333335,9.0,2019-11-27,2019,11,27
68,356049,Estudiante_357,Hombre,Sexto Grado,177,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,0,0,0,0,0,3,0,1,6,1,1,0,0,2,6.0,3.0,1.0,6.0,2019-11-27,2019,11,27
69,356050,Estudiante_361,Hombre,Sexto Grado,179,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,0,0,0,0,0,3,0,1,7,2,2,0,0,2,3.5,3.0,1.0,6.0,2019-11-27,2019,11,27
70,356052,Estudiante_365,Mujer,Sexto Grado,181,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,0,0,0,1,1,3,0,1,9,4,3,0,0,2,2.25,3.0,1.3333333333333333,8.0,2019-11-27,2019,11,27
71,356058,Estudiante_369,Hombre,Sexto Grado,183,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,4,0,0,0,1,0,2,2,3,0,1,12,5,4,0,0,2,2.4,3.0,1.25,10.0,2019-11-27,2019,11,27
72,356071,Estudiante_373,Mujer,Sexto Grado,185,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-27,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,1,0,0,2,2,3,0,2,13,7,5,0,0,2,1.8571428571428572,2.0,1.4,9.0,2019-11-27,2019,11,27
73,356072,Estudiante_377,Mujer,Sexto Grado,187,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,3,0,0,0,0,0,2,2,3,1,5,8,4,2,0,0,1,2.0,2.0,2.0,9.0,2019-11-28,2019,11,28
74,356074,Estudiante_385,Mujer,Sexto Grado,189,"¿Cómo impacta en mi comunidad-familia-país-en mí mismo, un problema?",2019-11-28,LA TRINIDAD,65,San José Norte,Urbano,San José,Moravia,Trinidad,Primaria,2,0,0,0,0,0,0,0,3,1,3,7,3,2,0,0,1,2.3333333333333335,3.0,1.5,6.0,2019-11-28,2019,11,28
